,trainidx,testidx,validx,nfidx
511,mp-1078916,mp-1002164,mp-644245,mp-11643
512,mp-1192007,mp-571386,mp-1184602,mp-675741
513,mp-643052,mp-1205400,mp-17400,mp-27374
514,mp-555606,mp-23543,mp-761704,mp-976047
515,mp-1267875,mp-972328,mp-554921,mp-1027175
516,mp-979283,mp-1190659,mp-1065846,mp-768234
517,mp-1189850,mp-11526,mp-20451,mp-4810
518,mp-567840,mp-15147,mp-1077348,mp-720215
519,mp-1016930,mp-13434,mp-1183456,mp-868032
520,mp-568744,mp-11482,mp-643060,mp-667379
521,mp-29231,mp-1228917,mp-569440,mp-27692
522,mp-2206,mp-5121,mp-695836,mp-568842
523,mp-1224628,mp-21863,mp-1217307,mp-753649
524,mp-554944,mp-867751,mp-1735,mp-555414
525,mp-22168,mp-1226727,mp-576,mp-608653
526,mp-8836,mp-1225060,mp-561068,mp-570021
527,mvc-16175,mp-252,mp-560196,mp-1016652
528,mp-23849,mp-7523,mp-1077077,mp-600215
529,mp-1184339,mp-17128,mp-20160,mp-766248
530,mp-1111513,mp-973068,mp-1103105,mp-556393
531,mp-554993,mp-541175,mp-867180,mp-673874
532,mp-568610,mp-865525,mp-1068389,mp-703370
533,mp-10062,mp-1018064,mp-13498,mp-677135
534,mp-1106048,mp-1104698,mp-1215513,mp-1019516
535,mp-8909,mp-6557,mp-982869,mp-1022697
536,mp-8651,mp-2646,mp-1184209,mp-720461
537,mp-1189581,mp-1101379,mp-654,mvc-10003
538,mp-1183160,mp-672251,mp-542550,mp-767414
539,mp-1104869,mp-1104233,mp-996977,mp-17941
540,mp-1180226,mp-864622,mp-1184736,mp-776408
541,mp-570026,mp-1079954,mp-1096915,mp-770748
542,mp-24287,mp-7791,mp-1224350,mp-721901
543,mp-11871,mp-2321,mp-3128,mp-559557
544,mp-972828,mp-1186979,mp-7297,mp-754699
545,mp-28391,mp-1478,mp-571310,mp-28407
546,mp-557964,mp-1216622,mp-1183740,mp-754664
547,mp-1002122,mp-1077776,mp-1186466,mp-680247
548,mp-1025841,mp-1059707,mp-1228819,mp-559715
549,mp-23713,mp-1076966,mp-569246,mp-753508
550,mp-634896,mp-1215193,mp-972042,mp-30581
551,mp-548824,mp-1187537,mp-12681,mp-26725
552,mp-865373,mp-13192,mp-1183912,mp-559799
553,mp-1095627,mp-684815,mp-828,mvc-10358
554,mp-570910,mp-30726,mp-22541,mp-768942
555,mvc-446,mp-570687,mp-10892,mp-4158
556,mp-1190384,mp-1188581,mp-94,mp-667295
557,mp-1078164,mp-972310,mp-1226450,mp-25248
558,mp-1187266,mp-1197425,mp-1190072,mp-14972
559,mp-1076920,mp-1215435,mp-20686,mp-562920
560,mp-3824,mp-571448,mp-557457,mp-549389
561,mp-1206518,mp-9028,mp-1190252,mvc-10218
562,mp-567763,mp-29082,mp-983126,mp-680372
563,mp-1222835,mp-1187933,mp-27824,mp-38807
564,mp-1226499,mp-1205660,mp-15657,mp-556623
565,mp-6917,mp-567498,mp-1228793,mp-9858
566,mp-8708,mp-37784,mp-1207129,mp-557565
567,mp-558378,mp-1183084,mp-1191800,mp-707391
568,mp-1064427,mp-4037,mp-1101978,mp-1202033
569,mp-9682,mp-19762,mp-28593,mp-771890
570,mp-696794,mp-561072,mp-1207865,mp-40873
571,mp-15812,mp-2095,mp-1192972,mp-762197
572,mp-1217584,mp-554351,mp-1222307,mp-556512
573,mp-1078190,mp-11022,mp-20082,mp-758814
574,mp-569074,mp-2577,mp-558243,mp-864799
575,mp-5468,mp-866481,mp-22457,mp-720615
576,mp-1066707,mp-613839,mp-707744,mp-753821
577,mp-979432,mp-7705,mp-1103998,mp-762319
578,mp-862262,mp-542208,mp-29770,mvc-6082
579,mp-1185995,mp-697708,mp-21164,mp-757100
580,mp-1179835,mp-1194492,mp-1192724,mp-770448
581,mp-557650,mp-1072580,mp-720897,mp-849732
582,mp-505502,mp-865873,mp-6794,mp-676317
583,mp-976249,mp-637222,mp-1226580,mp-581963
584,mp-11554,mp-677509,mp-973777,mp-866017
585,mp-1226517,mp-1184435,mp-8607,mp-29536
586,mp-17535,mp-1184764,mp-865856,mp-1009006
587,mp-1186443,mp-983427,mp-21426,mp-772783
588,mp-1187662,mp-21482,mp-7651,mp-600027
589,mp-10553,mp-13803,mp-976437,mp-36330
590,mp-866819,mp-542819,mp-865467,mp-1180854
591,mp-1068850,mp-567636,mp-986,mp-705528
592,mp-8074,mp-1183065,mp-569650,mp-680146
593,mp-1186394,mp-1078787,mp-758223,mp-769048
594,mp-1187739,mp-78,mp-11254,mp-644244
595,mp-1221642,mp-28449,mp-1100781,mp-675391
596,mp-1183242,mp-1818,mp-1973,mvc-2723
597,mp-1013561,mp-471,mp-41837,mp-708034
598,mp-30304,mp-1071625,mp-21144,mp-867171
599,mp-696347,mp-717,mp-1184879,mp-776108
600,mp-1029665,mp-1191828,mp-1077545,mp-556047
601,mp-12449,mp-16260,mp-1184781,mp-757964
602,mp-1187673,mp-1191026,mp-866076,mp-740759
603,mp-682,mp-1183164,mp-1068387,mp-29688
604,mp-862604,mp-28382,mp-625238,mp-1029498
605,mp-556965,mp-1189703,mp-752463,mvc-9313
606,mp-567833,mp-1211288,mp-1104525,mp-3694
607,mp-556834,mp-1186422,mp-684664,mp-27235
608,mp-722189,mp-558195,mp-1087478,mp-27808
609,mp-1071555,mp-560187,mp-1192091,mp-13546
610,mp-28158,mp-1184176,mp-4973,mp-560420
611,mp-1025277,mp-1025105,mp-1018107,mp-861882
612,mp-560327,mp-6973,mp-8978,mp-768968
613,mp-644883,mp-12374,mp-6178,mp-1027742
614,mp-1094136,mp-573891,mvc-1261,mp-766480
615,mp-1220041,mp-607223,mp-30402,mp-982321
616,mp-2853,mp-13344,mp-676437,mp-772829
617,mp-1187243,mp-560754,mp-657,mp-865882
618,mp-1102080,mp-1105712,mp-505042,mp-626354
619,mp-17791,mp-13164,mp-30737,mp-753585
620,mp-1106233,mp-1078427,mp-24357,mp-557540
621,mp-1001789,mp-625420,mp-1184102,mp-23909
622,mp-4229,mp-1186675,mp-1184063,mvc-2292
623,mp-973586,mp-1182061,mp-356,mp-29022
624,mp-1225221,mp-6802,mp-866047,mp-1030165
625,mp-17871,mp-1078247,mp-1103607,mp-669332
626,mp-605350,mp-3182,mp-30494,mp-542609
627,mp-27288,mp-7219,mp-1184005,mp-672372
628,mp-540632,mp-1222964,mp-1016875,mp-1016639
629,mp-867965,mp-557628,mp-1179360,mp-778925
630,mp-616601,mp-7540,mp-7931,mp-1030158
631,mp-20642,mp-9318,mp-972557,mp-756519
632,mp-37947,mp-2475,mp-642661,mp-567362
633,mp-1220254,mp-1078150,mp-1742,mp-653954
634,mp-1238847,mp-8653,mp-864803,mp-1262316
635,mp-974399,mvc-2092,mp-562338,mp-976598
636,mp-7208,mp-1014307,mp-9273,mp-673117
637,mp-1105819,mp-1187464,mp-1184061,mp-16978
638,mp-9924,mp-980760,mp-1190339,mp-1195888
639,mp-865148,mp-1190039,mp-6144,mp-649415
640,mp-7603,mp-1105809,mp-1078402,mp-1029147
641,mp-1187533,mp-1018141,mp-35320,mp-676591
642,mp-22317,mp-2822,mp-1103261,mp-37310
643,mp-570226,mp-557483,mp-13548,mp-571595
644,mp-1228651,mp-1187422,mp-1080665,mp-759406
645,mp-1102348,mp-1212681,mp-1674,mp-766204
646,mp-974966,mp-17667,mp-14306,mp-865793
647,mp-540284,mp-8677,mp-554627,mp-779096
648,mp-13346,mp-20341,mp-1094016,mp-655057
649,mp-9923,mp-1191300,mp-11944,mp-29114
650,mp-1102233,mp-571381,mp-36066,mp-760814
651,mp-3428,mp-625560,mp-10013,mp-759607
652,mp-34,mp-13305,mp-7907,mp-554577
653,mp-1184109,mp-1224319,mvc-2137,mp-1029960
654,mp-554278,mp-861630,mp-31011,mp-1029294
655,mp-559150,mp-1189442,mp-1072856,mp-652663
656,mp-8374,mp-961715,mp-1018054,mp-571666
657,mp-1193599,mp-30704,mp-9771,mp-758571
658,mp-551267,mp-976384,mp-1206964,mp-650960
659,mp-11697,mp-10392,mp-17171,mp-21705
660,mp-558435,mp-1055908,mp-287,mp-721239
661,mp-1105118,mp-1220270,mp-1013547,mp-752827
662,mp-1018656,mp-1187108,mp-1217477,mp-1029947
663,mp-1095163,mp-1025158,mp-1221419,mp-622000
664,mp-28898,mp-862370,mp-43068,mp-1179734
665,mp-972763,mp-541852,mp-569737,mp-1028597
666,mp-1190744,mp-1102523,mp-662523,mp-1029699
667,mp-972987,mp-975013,mp-1104392,mp-978891
668,mp-501,mp-1005752,mp-2987,mp-555000
669,mp-22063,mp-555093,mp-1102760,mp-770023
670,mvc-615,mp-571552,mp-23287,mp-626014
671,mp-1184929,mp-738646,mp-862832,mp-574684
672,mp-556853,mp-1199802,mp-862696,mp-753089
673,mp-13171,mp-1184815,mp-1227298,mvc-9763
674,mp-755056,mp-21391,mp-20448,mp-721713
675,mp-504741,mp-5083,mp-867802,mp-26209
676,mp-1190644,mp-31036,mp-1025183,mp-768893
677,mp-1025504,mp-684799,mp-1217922,mp-867295
678,mvc-11600,mp-698353,mp-1753,mp-1777
679,mp-705495,mp-778141,mp-1104560,mp-554821
680,mp-1215348,mp-1113834,mp-1184278,mp-15492
681,mp-581303,mp-30066,mp-1655,mp-673134
682,mp-1382,mp-1028646,mp-570831,mp-555952
683,mp-1183286,mp-984240,mp-1068664,mp-697211
684,mp-754352,mp-760484,mp-1225177,mp-780401
685,mp-1025340,mp-1238890,mp-1025,mvc-7469
686,mp-21009,mp-553977,mp-1187214,mp-864797
687,mp-13126,mp-29799,mp-1028933,mp-695929
688,mp-2016,mp-23179,mp-696210,mvc-8751
689,mp-29391,mp-1029,mp-865019,mp-675801
690,mp-1193473,mp-754960,mp-20591,mp-1028948
691,mp-4647,mp-1183309,mp-3342,mp-768185
692,mp-30533,mp-554573,mp-20736,mp-17784
693,mp-1072208,mp-1025810,mp-973067,mp-17922
694,mp-560870,mp-12387,mp-974435,mp-555074
695,mp-20339,mp-15614,mp-570290,mp-662565
696,mp-3329,mp-1080037,mp-552729,mp-683904
697,mp-881,mp-1220631,mp-14790,mp-849730
698,mp-573267,mp-672696,mp-995196,mp-772189
699,mp-9278,mp-865297,mp-867143,mp-554344
700,mp-1028979,mp-3915,mp-1096807,mp-600004
701,mp-616507,mp-1216349,mp-1025520,mp-768539
702,mp-864980,mp-13572,mp-1188870,mp-766176
703,mp-22935,mvc-9010,mp-652180,mp-504821
704,mp-985551,mp-1078370,mp-1224233,mp-769254
705,mp-8603,mp-28741,mp-1025278,mp-769383
706,mp-555458,mp-1018073,mp-722865,mp-770749
707,mp-1206080,mp-625403,mp-1253491,mp-557285
708,mp-1064690,mp-862824,mp-557903,mp-759678
709,mp-23212,mp-19810,mp-11271,mp-569892
710,mp-1187942,mp-21081,mp-1206406,mp-680185
711,mp-1018746,mp-1097021,mp-29909,mp-680280
712,mp-19923,mp-998624,mp-1219926,mp-1020598
713,mp-568987,mp-27396,mp-2484,mp-757578
714,mp-27490,mp-7025,mp-1205789,mp-1029213
715,mp-1071283,mp-865516,mp-1224680,mp-766966
716,mp-12572,mp-1225805,mp-19950,mp-698414
717,mp-11508,mp-1079449,mp-8717,mp-759667
718,mp-17569,mp-2828,mp-22483,mp-673174
719,mp-1186529,mp-5769,mp-1186207,mp-1020709
720,mp-1187954,mp-1214731,mp-545544,mp-677055
721,mp-1217416,mvc-15307,mp-4634,mp-769397
722,mp-989564,mp-5342,mp-1183417,mp-770472
723,mp-1027501,mp-12725,mp-10602,mp-557231
724,mp-1018812,mp-1216666,mvc-13391,mvc-8880
725,mp-755148,mp-1103837,mp-567772,mp-684027
726,mp-555641,mp-991652,mp-628781,mp-35031
727,mp-1220149,mp-1104792,mp-974337,mp-683899
728,mp-622294,mp-1070456,mp-1018851,mvc-10143
729,mp-865252,mp-555836,mp-1008805,mp-568282
730,mp-1217137,mp-10654,mp-1079661,mp-756348
731,mp-644097,mp-999472,mp-1010,mp-30958
732,mp-972639,mp-558534,mp-1205305,mp-600051
733,mp-862847,mp-1189806,mp-561172,mp-1019797
734,mp-553980,mp-672259,mp-979340,mp-569153
735,mp-66,mp-29184,mp-20335,mp-755184
736,mp-867239,mp-19841,mp-557998,mp-738718
737,mp-753947,mp-1205342,mp-1226512,mp-21795
738,mp-756494,mp-673678,mp-23127,mp-560173
739,mp-555983,mp-22032,mp-29218,mp-559610
740,mp-1191093,mp-971820,mp-775909,mp-554003
741,mp-23206,mp-20762,mp-14501,mp-771260
742,mp-1194099,mp-1101265,mp-1219854,mp-1029946
743,mp-1058581,mp-1193047,mp-1224754,mp-17674
744,mp-862291,mp-1183905,mp-1080427,mp-771256
745,mp-1226013,mp-1224802,mp-1060435,mp-1178659
746,mp-22029,mp-31049,mp-14206,mp-558165
747,mp-1197018,mp-616672,mp-1186719,mp-780360
748,mp-1288,mp-1096862,mp-1215421,mp-699405
749,mp-2062,mp-1084847,mp-8368,mp-769144
750,mp-1192241,mp-999177,mp-11203,mp-1179127
751,mp-1225070,mp-989622,mp-15707,mp-6032
752,mp-1030745,mp-2085,mp-1184760,mp-568419
753,mp-1078600,mp-505824,mp-30817,mp-15957
754,mp-3925,mp-974816,mp-1194178,mp-570692
755,mp-559,mp-570379,mp-757,mvc-2446
756,mp-1078924,mp-1188947,mp-1111691,mp-972993
757,mp-556319,mp-1184667,mp-640381,mp-569225
758,mp-697128,mp-782001,mp-1079848,mp-778102
759,mp-1189871,mp-1186778,mp-644762,mp-557711
760,mp-15776,mp-29286,mp-31486,mp-866191
761,mp-570399,mp-11665,mp-9915,mp-38099
762,mp-989567,mp-984586,mp-14336,mp-582360
763,mp-15886,mp-4452,mp-1186943,mp-757758
764,mp-7716,mp-684704,mp-7541,mp-769036
765,mp-7879,mp-978960,mp-1078208,mp-40157
766,mp-880,mp-1100764,mp-571183,mp-1181189
767,mp-14696,mp-9397,mp-1209203,mp-39215
768,mp-697721,mp-25886,mp-643460,mp-17864
769,mp-34212,mp-3828,mp-1071618,mp-638687
770,mp-1079596,mp-1223850,mp-27691,mp-768335
771,mp-1217157,mp-1094088,mp-1359,mp-768320
772,mp-558539,mp-21089,mp-2125,mp-615993
773,mp-973769,mp-7380,mp-1080252,mp-9308
774,mp-984106,mp-1225584,mp-1078295,mp-28282
775,mp-1187637,mp-996978,mp-1186673,mp-769069
776,mp-27428,mp-5282,mp-31438,mp-560739
777,mp-21873,mp-1184957,mp-4429,mp-778924
778,mp-18509,mp-12890,mp-1187713,mp-600208
779,mp-675857,mp-570981,mp-1186499,mp-758235
780,mp-28110,mp-561197,mp-10398,mvc-10067
781,mp-571135,mp-20538,mp-11533,mp-531064
782,mp-345,mp-861866,mp-558979,mp-648053
783,mp-707334,mp-1186470,mp-4326,mp-756241
784,mp-1103387,mp-556179,mp-1025815,mp-755462
785,mp-10245,mvc-15664,mp-21897,mp-677136
786,mp-8547,mp-29152,mp-969,mp-867822
787,mp-1078511,mp-1226785,mp-862944,mp-18142
788,mp-2797,mp-15656,mp-505223,mp-631338
789,mp-1227289,mp-1095145,mp-11028,mp-723093
790,mp-1112546,mp-560025,mp-1187370,mp-867812
791,mp-1197193,mp-1217023,mp-1185195,mp-1027683
792,mp-976271,mp-3715,mp-996998,mp-33363
793,mp-31149,mp-2104,mp-568354,mp-29097
794,mp-866102,mp-631527,mp-29465,mp-721300
795,mp-756,mp-542985,mp-1219300,mp-29267
796,mp-1193092,mp-24288,mp-505517,mp-559644
797,mp-3504,mp-19796,mp-999204,mp-863659
798,mp-866126,mp-18635,mp-1191571,mp-28587
799,mp-21347,mp-977588,mp-1078239,mp-1180738
800,mp-1188262,mp-2150,mp-631542,mp-1019737
801,mp-1014298,mp-1191822,mp-1106250,mp-672346
802,mp-6134,mp-979234,mp-2611,mp-705635
803,mp-676247,mp-766515,mp-1206364,mp-554657
804,mp-998899,mp-7719,mp-8609,mp-669357
805,mp-16184,mp-569318,mp-27409,mp-985591
806,mp-1206985,mp-29796,mp-10337,mp-1217
807,mp-979,mp-1078713,mp-1196849,mp-864899
808,mp-1018799,mp-1065301,mp-27554,mp-759882
809,mp-1206340,mp-1079820,mp-568867,mp-738609
810,mp-1188350,mp-1192703,mp-1223919,mvc-8070
811,mp-1217262,mp-15236,mp-1216728,mvc-9001
812,mp-989539,mp-16471,mp-570152,mp-559934
813,mp-568646,mp-1022721,mp-865768,mp-1019804
814,mp-733612,mp-3751,mp-33154,mp-29498
815,mp-10500,mp-28352,mp-569032,mp-680058
816,mp-1017515,mp-6978,mp-556615,mp-752943
817,mp-625103,mp-1078547,mp-3802,mp-40830
818,mp-1184316,mp-1223890,mvc-13775,mp-1013760
819,mp-756276,mp-998912,mp-1216826,mp-740752
820,mp-1187127,mp-867900,mp-1190894,mp-1182987
821,mp-30283,mp-11191,mp-567556,mp-14484
822,mp-1219911,mp-1009495,mp-555237,mvc-6773
823,mp-557908,mp-1207058,mp-1191854,mp-777742
824,mp-1223858,mp-1018668,mp-4904,mvc-7449
825,mp-1224340,mp-753478,mp-12383,mp-567446
826,mp-1190880,mp-556939,mp-980664,mp-685195
827,mp-20660,mp-12623,mp-2715,mp-770372
828,mp-1111048,mp-561433,mp-977537,mp-624397
829,mp-1190518,mp-567490,mp-22618,mp-673156
830,mp-864624,mp-865437,mp-1078623,mp-6669
831,mp-1182070,mp-6562,mp-20581,mp-695026
832,mp-1215479,mp-973853,mp-989540,mp-1181224
833,mp-1824,mp-1189784,mp-10527,mp-762274
834,mp-1095502,mp-7715,mp-30285,mp-28730
835,mp-636287,mp-767533,mp-20869,mp-1020725
836,mp-1103938,mp-1222952,mp-610190,mp-14380
837,mp-561470,mp-18411,mp-972540,mp-36779
838,mp-644103,mp-1072274,mp-1186735,mp-766449
839,mp-1187729,mp-1189471,mp-22286,mp-962066
840,mp-11760,mp-19784,mp-699213,mp-777144
841,mp-1221099,mp-1184285,mp-6564,mp-561442
842,mp-866085,mp-704645,mp-570554,mp-1020636
843,mp-504644,mp-999392,mp-1111060,mp-684949
844,mp-567538,mp-29596,mp-974920,mp-684817
845,mp-1224259,mp-1077353,mp-1207220,mp-17856
846,mp-1106181,mp-10193,mp-11990,mp-767754
847,mp-607725,mp-1266335,mp-554109,mp-1027461
848,mp-561586,mp-7257,mp-1344,mp-989627
849,mp-7752,mp-973869,mp-28376,mp-626729
850,mp-28963,mp-29975,mp-1070625,mp-676636
851,mp-1201895,mp-989513,mp-645182,mvc-1956
852,mp-10904,mp-9697,mp-644222,mp-1029975
853,mp-1188505,mp-30809,mp-1080179,mp-776166
854,mp-974066,mp-757070,mp-1018682,mp-1035249
855,mp-1225802,mp-985300,mp-1227319,mp-761857
856,mp-977544,mp-754942,mp-14316,mp-600060
857,mp-510441,mp-1210,mp-976725,mp-768866
858,mp-1020611,mvc-11693,mp-6632,mp-560589
859,mp-1193627,mp-1017565,mp-865439,mp-768695
860,mp-626785,mp-3021,mp-1194608,mp-752858
861,mp-972318,mp-38818,mp-10112,mp-976322
862,mp-1186200,mp-13435,mp-1219733,mp-703316
863,mp-1186580,mp-13036,mp-1065711,mp-568259
864,mp-29080,mp-10924,mp-1111544,mp-554778
865,mp-18315,mp-628593,mp-22289,mp-675101
866,mp-567144,mp-1187001,mp-862363,mp-1016109
867,mp-12855,mp-1078884,mp-10280,mp-4202
868,mp-20037,mp-760134,mp-1194193,mp-977463
869,mp-1186621,mp-571513,mp-20308,mp-1029843
870,mp-1193116,mp-616481,mp-972351,mp-625920
871,mp-1016828,mp-31475,mp-625526,mp-8152
872,mp-999027,mvc-2577,mp-1228900,mp-558469
873,mp-3236,mp-7305,mp-1219178,mp-760080
874,mp-12600,mp-1187171,mp-10887,mp-675469
875,mp-559550,mp-1192954,mp-972119,mvc-484
876,mp-7155,mp-2039,mvc-10400,mp-758929
877,mp-1215928,mp-31476,mp-568301,mp-776362
878,mp-995181,mp-1068583,mp-6102,mp-1019381
879,mp-570186,mp-556400,mp-570303,mp-674944
880,mp-1183301,mp-1182902,mp-3102,mp-17928
881,mp-1095419,mp-1208655,mp-1226676,mp-567731
882,mp-1190751,mp-1080711,mp-16251,mp-675585
883,mp-9367,mp-1183405,mp-1078640,mp-779156
884,mp-1206945,mp-861662,mp-12047,mp-680334
885,mp-1183533,mp-5219,mp-1079508,mp-695945
886,mp-1187494,mp-698263,mp-1223048,mp-695512
887,mp-1103465,mp-27231,mp-1030573,mp-26950
888,mp-1019319,mp-5001,mp-1220155,mp-759498
889,mp-1030682,mp-1019360,mp-30662,mp-29284
890,mp-1216052,mp-6465,mp-30490,mp-21794
891,mp-1111979,mp-1184893,mp-20499,mp-1982
892,mp-22231,mp-1206624,mp-669377,mp-625676
893,mp-1120739,mp-13026,mp-7660,mp-1029284
894,mp-1223857,mp-27314,mp-1114291,mp-1030605
895,mp-22253,mp-1184224,mp-1215219,mp-554066
896,mp-20021,mp-1662,mp-973554,mp-626229
897,mp-23218,mp-1186166,mp-9968,mp-568950
898,mp-706976,mp-1199011,mp-867281,mp-604717
899,mp-685068,mp-3647,mp-5338,mp-755298
900,mp-1223509,mp-1025710,mp-569402,mp-753818
901,mp-542339,mp-1059879,mp-1199988,mp-558408
902,mp-1183516,mp-1183855,mp-982188,mp-541789
903,mp-12769,mp-29764,mp-22775,mp-29051
904,mp-1192861,mp-760515,mp-1183095,mp-641571
905,mp-554096,mp-972831,mp-1106357,mp-862775
906,mp-1216672,mp-570568,mp-1223968,mp-1180937
907,mp-23809,mp-865908,mp-2805,mp-540953
908,mp-10074,mp-1673,mp-1205578,mp-686040
909,mp-20672,mp-1219972,mp-1219023,mp-556649
910,mp-22040,mp-569939,mp-1189524,mp-996988
911,mp-1001605,mp-1184107,mp-11332,mp-759943
912,mp-11156,mp-978809,mp-1184182,mp-752835
913,mp-30355,mp-571342,mp-7291,mp-1018813
914,mp-1078240,mp-23305,mp-23186,mp-557562
915,mp-5835,mp-1187861,mp-9856,mp-864925
916,mp-626113,mp-1192636,mp-626103,mp-975882
917,mp-1078775,mp-973250,mp-1114282,mp-707454
918,mp-21313,mp-552292,mp-971775,mp-646059
919,mp-14794,mp-1682,mp-1205549,mp-677391
920,mp-5472,mp-571195,mp-1221599,mp-755619
921,mp-20321,mp-2082,mp-698312,mp-975609
922,mp-1184374,mp-8974,mp-16236,mp-758599
923,mp-1018049,mp-1191783,mp-10560,mp-756565
924,mp-1104853,mp-1206286,mp-9277,mp-531826
925,mp-1215204,mp-552966,mp-559795,mp-752768
926,mp-13154,mp-1193359,mp-21370,mp-534782
927,mp-1102328,mp-1227459,mp-1184135,mp-758997
928,mp-863728,mp-37473,mp-1183093,mp-776097
929,mp-977011,mp-1227340,mp-27697,mp-674513
930,mp-974887,mp-541277,mp-12082,mp-740740
931,mp-1183624,mp-1190003,mp-1183873,mp-14328
932,mp-999206,mp-1187395,mp-1178641,mp-585516
933,mp-3129,mp-570286,mp-2180,mp-995227
934,mp-558208,mp-1001780,mp-29696,mp-867287
935,mp-613,mp-8455,mp-21249,mp-30157
936,mp-568634,mp-754841,mp-1195324,mvc-8630
937,mp-8044,mp-634716,mp-6624,mp-698218
938,mp-755556,mp-24389,mp-1228015,mp-1019580
939,mp-14395,mp-979419,mp-605735,mvc-10331
940,mp-690667,mp-558500,mp-21719,mp-775762
941,mp-1225300,mp-35701,mp-571624,mp-554288
942,mp-757343,mp-1183985,mp-13954,mp-865184
943,mp-1029550,mp-21266,mp-1071032,mp-29304
944,mp-1218994,mp-3084,mp-23353,mp-777814
945,mp-21043,mp-1018821,mp-975253,mp-555087
946,mp-11356,mp-1185005,mp-1187452,mp-568335
947,mp-975056,mp-1103389,mp-1034,mp-1028635
948,mp-27752,mp-573069,mp-1184909,mp-767365
949,mp-1181563,mp-1020024,mp-1188017,mp-559407
950,mp-572551,mp-1070925,mp-3437,mp-757688
951,mp-1029354,mp-542328,mp-1190898,mp-29790
952,mp-1189599,mp-1114365,mp-1080661,mp-707311
953,mp-1059160,mp-961656,mp-1188731,mp-866286
954,mp-630875,mp-12521,mp-12021,mp-675760
955,mp-975064,mp-1080340,mp-1223334,mp-556735
956,mp-18341,mp-1193175,mp-27823,mp-775767
957,mp-20177,mp-1188093,mp-31095,mp-1028416
958,mp-1223176,mp-561920,mp-10821,mp-570156
959,mp-1019723,mp-1522,mp-995221,mp-22401
960,mp-30595,mp-1078790,mp-973342,mp-779241
961,mp-1023129,mp-2772,mp-973911,mp-1029705
962,mp-23492,mp-1212534,mp-1179129,mp-309
963,mp-1219657,mp-15809,mp-1205527,mp-707104
964,mp-27782,mp-1238820,mp-1102844,mp-540707
965,mp-10138,mp-1217492,mp-1232273,mp-752584
966,mp-721246,mp-999543,mp-1101777,mp-977187
967,mp-1105749,mp-1208368,mp-861504,mp-4223
968,mp-1102444,mp-13939,mp-20114,mp-15433
969,mp-20456,mp-1105933,mp-974820,mp-775844
970,mp-18075,mp-1206713,mp-1183439,mp-768218
971,mp-23310,mp-1020706,mp-865927,mp-10973
972,mp-1189619,mp-999205,mp-989587,mp-1029520
973,mp-1217371,mp-5042,mp-1008558,mp-21801
974,mp-680119,mp-1019259,mp-1183316,mp-771189
975,mp-7067,mp-29676,mp-1183412,mp-867349
976,mp-62,mp-1215945,mp-10925,mp-1244752
977,mp-11351,mp-1192262,mp-1188210,mp-583762
978,mp-1206752,mp-1183654,mp-1008472,mp-24109
979,mp-1103016,mp-862864,mp-559094,mp-14730
980,mp-15862,mp-1111087,mp-568270,mp-771255
981,mp-1079052,mp-1078298,mp-641924,mp-766023
982,mp-1186863,mp-669913,mp-580962,mp-706579
983,mp-978952,mp-1218979,mp-30759,mp-777853
984,mp-557522,mp-9971,mp-14921,mp-654301
985,mp-21239,mp-4982,mp-18014,mp-622020
986,mp-505373,mp-23264,mp-27915,mp-33326
987,mp-1217908,mp-761035,mp-36891,mvc-7709
988,mp-556716,mp-574339,mp-1095192,mp-685370
989,mp-974565,mp-1147672,mp-676325,mp-753727
990,mp-10298,mp-2730,mp-559278,mp-1009657
991,mp-974325,mp-866089,mp-1190093,mp-756316
992,mp-20903,mp-632291,mp-1215252,mp-867943
993,mp-22369,mp-1188725,mp-11514,mp-762344
994,mp-1547,mp-979965,mp-1186910,mp-559704
995,mp-20121,mp-1186218,mp-1079387,mp-707441
996,mp-861724,mp-555170,mp-11248,mp-706632
997,mp-13132,mp-7104,mp-21073,mp-978266
998,mp-12488,mp-1189886,mp-1192025,mp-733998
999,mp-1103923,mp-1111092,mp-972866,mp-774616
1000,mp-641314,mp-1184544,mp-1218976,mp-865186
1001,mp-977401,mp-11531,mp-616461,mp-16591
1002,mp-1025437,mp-21907,mp-29535,mp-676402
1003,mp-1184553,mp-983446,mp-995184,mp-24764
1004,mp-1918,mp-1102688,mp-1238775,mp-1030571
1005,mp-1221893,mp-982070,mp-1226922,mp-779162
1006,mp-1017549,mp-1186924,mp-20496,mp-568846
1007,mp-10718,mp-2280,mp-1180230,mp-6255
1008,mp-999495,mp-21872,mp-11098,mp-557473
1009,mp-1184941,mp-1025356,mp-17033,mp-720110
1010,mp-641917,mp-23335,mp-9487,mp-766108
1011,mp-5127,mp-978965,mp-21365,mp-1179644
1012,mp-1208316,mp-3735,mp-646399,mp-1506
1013,mp-867286,mp-1078340,mp-1072340,mp-772817
1014,mp-1186712,mp-28195,mp-1205974,mp-38816
1015,mp-20489,mp-975442,mp-1018817,mp-753830
1016,mp-999190,mp-561005,mp-14628,mp-972591
1017,mp-676306,mp-1077351,mp-1079852,mp-613306
1018,mp-998964,mp-1102423,mp-867331,mp-675100
1019,mp-9741,mp-754840,mp-504451,mp-3448
1020,mp-753891,mp-24001,mp-13923,mp-863362
1021,mp-1191665,mp-979979,mp-1227982,mp-849779
1022,mp-864796,mp-759985,mp-972521,mp-29549
